offset,length,type,name,text,translation
0x00313D82,18,P,七海,「海か……素敵ね」,
0x00313DAD,36,P,聖哉,「六夏先輩とか、早知とかも誘ってさ」,
0x00313E0F,40,P,七海,「あら、２人っきりで行くんじゃないの？」,
0x00313E50,18,P,聖哉,「え…………っ？」,
0x00313E9E,48,P,七海,「ふふっ、冗談よ。みんなで行くのも楽しそうよね」,
0x00313EE7,34,P,聖哉,「か、からかわないでくださいよっ」,
0x00313F19,42,P,,僕の慌てぶりを眺めて笑っている、七海先輩。,
0x00313F53,42,P,,まったく……ドキドキしちゃったじゃないか。,
0x00313FBB,34,P,七海,「でも、今日は本当に楽しかったわ」,
0x00314017,56,P,七海,「こんなに楽しんだんだし、明日はちゃんと練習しないとね」,
0x00314068,28,P,聖哉,「練習って……合宿ですか？」,
0x003140C0,76,P,七海,「今さら、合宿に合流って訳にもいかないでしょ。自主練習しておこうと思ってね」,
0x00314125,18,P,聖哉,「そう……ですか」,
0x00314147,68,P,,お手伝いします、という言葉が咽喉まで出かかったけど……止めておこう。,
0x0031419B,56,P,,これ以上は僕がいても七海先輩の邪魔にしかならないだろう。,
0x003141E3,40,P,,ちょっと寂しいけど、僕も頑張らないとな。,
0x00314245,50,P,七海,「じゃあ、私はこれで。また月曜日に会いましょう？」,
0x00314290,24,P,聖哉,「あ、はい……さよなら」,
0x003142E2,18,P,七海,「じゃあね、厚木」,
0x0031430D,16,P,聖哉,「は、はい……」,
0x00314362,48,P,,軽く手を振り、自宅の玄関へと歩いていく七海先輩。,
0x003143A2,44,P,,そうか、月曜まで七海先輩には逢えないんだ……,
0x003143E7,18,P,聖哉,「……僕も帰るか」,
0x0031442A,48,P,,充実感があるというか……内容の濃い休日だったな。,
0x0031446A,50,P,,その分、明日が退屈しそうだけど……我慢しないとな。,
0x003144AC,22,P,,七海先輩のためにも……,
0x0031455F,16,P,聖哉,「………………」,
0x0031457F,36,P,,目覚ましもかけないのに、目が醒めた。,
0x003145B3,34,P,,さすがに、たっぷり寝たせいかな……,
0x003145E5,36,P,,今日と明日、七海先輩は水泳部の合宿。,
0x00314619,70,P,,でも合宿には行かずに自主練習をするっていってたけど、頑張ってるかな……,
0x00314696,20,P,聖哉,「……………………」,
0x003146BA,42,P,,出るのも面倒くさいし、また寝ちゃうかな……,
0x00314703,26,P,清貴,「聖哉ー、いないのかー？」,
0x0031473F,30,P,聖哉,「んっ？　この声は清貴か……」,
0x003147A1,42,P,聖哉,「しょうがないな……ちょっと待ってよ……」,
0x00314851,14,P,聖哉,「痛っ……！」,
0x0031486F,44,P,,ベッドの天井に思い切り頭をぶつけてしまった。,
0x003148AB,66,P,,文字通り『目玉から火花』がでたよ……って、それどころじゃなかった。,
0x0031492A,36,P,清貴,「なんで鍵かかってんだよー、聖哉ー」,
0x0031495E,86,P,,今日は七海先輩と会えないから、ちょっとナーバスになってて誰にも会いたくないからだよっ！,
0x003149C4,38,P,,…………などと、心で叫んでみたりする。,
0x003149FA,28,P,,まったく、清貴は毎日毎日……,
0x00314A26,60,P,,そうやって悪態をつきつつも、清貴を部屋に通すのが悪いのかな。,
0x00314ACC,16,P,清貴,「せーいやっ！」,
0x00314AF5,16,P,聖哉,「なんだよ……」,
0x00314B38,60,P,清貴,「なんだよは、ないだろ。せっかく親友が訪ねてきてやったのに」,
0x00314B84,54,P,,訪ねてきたと言うよりは、押しかけてきたって感じだけど。,
0x00314BF2,56,P,清貴,「なんだよ、聖哉。部屋に鍵かけてコソコソしたりして……」,
0x00314C43,30,P,聖哉,「う、うるさいな、勉強だよ！」,
0x00314C9D,32,P,清貴,「ふーん、勉強ねぇ……ほうほう」,
0x00314CD6,28,P,聖哉,「………………………………」,
0x00314D02,32,P,,ニヤニヤと笑みを浮かべる、清貴。,
0x00314D5C,50,P,清貴,「ところで、今日は七海先輩とは約束してないのか？」,
0x00314DA7,22,P,聖哉,「……飛び込みの練習」,
0x00314DFD,86,P,清貴,「なるほど……それで相手にしてもらえないんだな。だからいじけて部屋に籠もってた訳だな」,
0x00314E6C,62,P,聖哉,「うるさいな！　って言うか、ようが無いなら自分の部屋へ帰れ！」,
0x00314EE8,32,P,清貴,「いいじゃん。どうせ暇なんだろ」,
0x00314F21,32,P,聖哉,「またかってに決め付けてる……」,
0x00314F51,32,P,,何もすることのない、休日の午後。,
0x00314F81,56,P,,確かに暇は暇だけど、ハッキリ言われると少しシャクに障る。,
0x00314FF0,38,P,清貴,「なあ、聖哉。どっか遊びに行こうぜ？」,
0x0031502F,54,P,聖哉,「そんなに遊びに行きたいなら、早知と行けばいいだろ？」,
0x0031509A,12,P,清貴,「うっ……」,
0x003150BF,34,P,聖哉,「だいたい、早知はどうしたんだよ」,
0x00315121,50,P,清貴,「……今日も友達と勉強会だとか言って……フラれた」,
0x0031516C,12,P,聖哉,「清貴……」,
0x00315188,40,P,,遠い目をしながら、そんなことを呟く清貴。,
0x003151C0,54,P,,どうやら、聞いてはいけないことを聞いてしまったらしい。,
0x00315234,44,P,清貴,「って訳でフラれた者同士、仲良くやろうぜ！」,
0x00315279,34,P,聖哉,「なんで僕もそうなるんだよっ！？」,
0x003152D2,40,P,,妙に素敵な笑顔で僕の肩に手を回す、清貴。,
0x0031530A,38,P,,おかしい、こんな筈じゃなかったのに……,
0x0031537E,44,P,清貴,「行くぞ、聖哉。別にすることもねーんだろ？」,
0x003153C3,38,P,聖哉,「分かったよ、付き合えばいいんだろ！」,
0x003153F9,26,P,,今日の清貴は妙にしつこい。,
0x00315423,62,P,,まあ、別にすることもないし……気分転換に清貴と遊ぶのもありか。,
0x0031549B,30,P,清貴,「よし、それじゃ行こうぜっ！」,
0x003154D2,12,P,聖哉,「……はぁ」,
0x003154EE,52,P,,こいつと真面目に付き合うのは土台、無理な話だったか。,
0x00315532,48,P,,早く七海先輩に会いたいところだけど……我慢我慢。,
0x00315572,32,P,,明日になれば会えるんだからな……,
0x00315612,34,P,,七海先輩と一緒に屋上にやってきた。,
0x00315680,40,P,七海,「ふぅ……高いところは風が気持ちいいな」,
0x003156C1,14,P,聖哉,「そうですね」,
0x003156DF,28,P,,吹き抜ける風が気持ちいいし。,
0x0031570B,34,P,,ここからだと、色々な物が見えるし。,
0x0031573D,32,P,,プールにある飛び込み台も見える。,
0x0031576D,44,P,,こうして見ると、あの飛び込み台……高いなぁ。,
0x003157B2,12,P,聖哉,「七海先輩」,
0x003157EF,20,P,七海,「なに？　厚木……」,
0x0031581C,54,P,聖哉,「先輩はいつも、これぐらいの所から飛び込むんですよね」,
0x00315883,42,P,七海,「えっ？　あ、ああ。ここまで高くないけど」,
0x003158BD,32,P,,僕は思わず屋上から下を覗き込む。,
0x003158F6,12,P,聖哉,「うっ……」,
0x00315912,32,P,,こんな高さから飛び込むなんて……,
0x00315942,56,P,,これがバンジージャンプだとしても、僕にはできそうもない。,
0x0031598A,34,P,,それを命綱なしに飛び込むなんて……,
0x003159C5,34,P,聖哉,「七海先輩……怖くないんですか？」,
0x00315A23,34,P,七海,「高さに対しては、恐怖心は無いね」,
0x00315A5E,32,P,聖哉,「そうなんですか。すごいですね」,
0x00315AB3,46,P,七海,「すごいって……そんなにすごいことじゃないよ」,
0x00315AFA,64,P,聖哉,「そんなことないですよ。七海先輩って、すごく勇気があるんですね」,
0x00315B76,16,P,七海,「………………」,
0x00315B96,44,P,,あれ？　七海先輩……急に黙り込んじゃって……,
0x00315BD2,40,P,,もしかして僕……何か悪いこと言ったかな？,
0x00315C13,16,P,聖哉,「七海先輩……」,
0x00315C56,46,P,七海,「勇気……か。私は高さなんて怖くないけど……」,
0x00315C9D,56,P,聖哉,「高さは怖くないけど……何か怖いものとかあるんですか？」,
0x00315D0A,30,P,七海,「あっ……いや。なんでもない」,
0x00315D60,20,P,七海,「それよりも厚木！」,
0x00315D8D,24,P,聖哉,「な、なんですか……？」,
0x00315DD8,68,P,七海,「王子様だったら、もっともっと勇気をつけないとダメなんじゃないか？」,
0x00315E35,20,P,聖哉,「ゆ、勇気ですか？」,
0x00315E7C,48,P,七海,「そうだよ。王子は勇気。勇気は王子ってぐらいで」,
0x00315EC5,40,P,聖哉,「七海先輩……若干六夏先輩、入ってるよ」,
0x00315F24,54,P,七海,「そ、それはともかく！　厚木はもっと勇気を付けるの！」,
0x00315F84,64,P,,勇気ではないけど、鈴音さんにも情けないみたいなこと言われたし……,
0x00315FF7,22,P,七海,「よし！　決めたっ！」,
0x00316026,36,P,聖哉,「は、はい？　何を決めたんですか？」,
0x0031607D,38,P,七海,「一緒に飛び込みをやろう！　厚木っ！」,
0x003160BC,30,P,聖哉,「えっ！？　ええーーーーーっ」,
0x003160EA,32,P,,そんないきなりにして、大胆な……,
0x0031611A,24,P,,しかもかなり断定的だし。,
0x00316165,50,P,七海,「飛び込みをやるのに勇気がいると思ってるんだろ？」,
0x003161B0,20,P,聖哉,「ええ……まあ……」,
0x003161F7,62,P,七海,「だったら飛び込みをやって、勇気をつけるのがいいんじゃない？」,
0x0031624E,34,P,聖哉,「あっ……いや……そ、それは……」,
0x003162A3,32,P,七海,「入部届は私が出しておくから！」,
0x003162D3,42,P,,あわわっ！　七海先輩がなんだか暴走気味だ！,
0x0031630D,22,P,,こ、ここは止めないと！,
0x0031633C,61,P,聖哉,「ちょ、ちょっと待って下さい！　そ、それは……~ちょっと……」,
0x003163B1,30,P,七海,「私と一緒なのは……嫌なの？」,
0x003163E8,36,P,聖哉,「い、いいえ……そうじゃなくて……」,
0x0031643D,44,P,七海,「だったら一緒にやろうよ。そうすれば私……」,
0x003164BF,32,P,七海,「あっ……ううん、なんでもない」,
0x00316516,36,P,七海,「とにかく！　一緒にやろうよ、厚木」,
0x0031654A,26,P,,熱く語る七海先輩だけど……,
0x00316574,44,P,,僕にもできることとできないことがあるから……,
0x003165B9,60,P,聖哉,「そ、それはちょっと……僕は応援している方がいいですし……」,
0x00316628,16,P,七海,「そ、そう……」,
0x00316648,54,P,,僕の言葉に七海先輩……すごく寂しそうな表情をしている。,
0x0031668E,50,P,,そんなに僕と一緒に、飛び込みをやりたかったのかな？,
0x003166D0,58,P,,でも、僕にはあんなに高いところから飛び込む勇気はないし……,
0x0031671A,42,P,,さすがに七海先輩のお願いでも、ちょっと……,
0x0031677D,86,P,七海,「でも、ステラに行ったらもしかしたら、厚木と一緒に飛び込みができるかもしれないし……」,
0x003167EC,12,P,聖哉,「えっ！？」,
0x0031682B,52,P,七海,「ふふふっ。鈴音さまに王子さま教育の一環とか言って」,
0x00316878,30,P,聖哉,「そ、そんな……七海先輩……」,
0x003168A6,64,P,,鈴音さんにそんなこと言ったら、喜び勇んで準備にかかるに違いない。,
0x0031691B,28,P,七海,「冗談だよ、冗談。あははっ」,
0x00316950,20,P,聖哉,「な、七海先輩……」,
0x00316974,56,P,,笑ってみせる七海先輩だけど、やっぱりどこか寂しそうな……,
0x003169BC,30,P,,七海先輩……何かあったのかな？,
0x00316A12,14,P,七海,「ねえ、厚木」,
0x00316A39,14,P,聖哉,「は、はい？」,
0x00316A7C,32,P,七海,「厚木は、げんを担いだりする？」,
0x00316AB5,68,P,聖哉,「い、いいえ……げんを担がなきゃらならいようなことをしませんし……」,
0x00316B51,40,P,聖哉,「七海先輩は、そういうのするんですか？」,
0x00316BAC,56,P,七海,「偶にね。上手くいった時のイメージとかあると……ね……」,
0x00316BF4,38,P,,七海先輩でも、そういうことをするんだ。,
0x00316C2A,64,P,,でも、ゲンを担ぐっていうのは……七海先輩のイメージじゃないなぁ。,
0x00316CA3,12,P,七海,「でも……」,
0x00316D0B,44,P,七海,「あっ……いや……何でもない。気にしないで」,
0x00316D47,60,P,,さすがに、気にしないでって言われても……気になってしまう……,
0x00316DBC,12,P,七海,「…………」,
0x00316DF0,36,P,,やっぱり七海先輩、何かあったのかな？,
0x00316E24,24,P,,でも、それは聞けない……,
0x00316E4C,36,P,,聞いても僕には……何も出来ないし……,
0x00316E80,12,P,,七海先輩……,
0x00316F14,32,P,コーチ,「やる気があるのか、城戸崎っ！」,
0x00316F4D,12,P,聖哉,「ぐ……っ」,
0x00316F73,67,P,,プールへ足を踏み入れた途端に聞こえてくる……~香月コーチの厳しい声。,
0x00316FC6,70,P,,ここ数週間で何度も聞いてきたけど、やっぱり身が竦んでしまう迫力がある。,
0x0031701C,76,P,,七海先輩や水泳部員たちは毎日、こんな声で怒鳴られてるんだよな……大変だよな。,
0x00317089,22,P,コーチ,「いい加減にしろっ！」,
0x003170AF,62,P,,なんとなく、プールの空気がいつもよりピリピリしている気がする。,
0x003170FD,48,P,,コーチの声もいつになく感情的で……嫌な雰囲気だ。,
0x0031713D,44,P,,今日は遠慮しといた方がいいかも知れないな……,
0x003171F9,28,P,コーチ,「聞いてるの、城戸崎っ！？」,
0x00317234,28,P,七海,「………………………………」,
0x00317260,44,P,,コーチの前に立ち、口をつむいでいる七海先輩。,
0x0031729C,72,P,,なんだか、七海先輩の様子もいつもと違うような気がするけど……気のせいか？,
0x00317319,48,P,コーチ,「城戸崎、あなた合宿にも無断で欠席したわよね？」,
0x0031739B,12,P,七海,「……はい」,
0x003173DE,82,P,コーチ,「どうしてそんな……いえ、理由なんか関係ないわ。最近の城戸崎はどうかしてるわよ？」,
0x00317488,26,P,七海,「どうも……していません」,
0x003174D7,12,P,コーチ,「っ……！」,
0x003174F3,46,P,,視線を逸らしながら、小さな声で答える七海先輩。,
0x00317531,62,P,,その態度が気に入らないのか、全身で怒気を露わにしているコーチ。,
0x003175A6,101,P,コーチ,「そう言えば、進路指導の先生から聞いたわよ。~あなた、ソフィア女子への推薦入試を受けるんですってね？」,
0x0031765D,16,P,七海,「っ……それは」,
0x003176A2,76,P,コーチ,「ソフィアと言えば、名門じゃないの。お嬢様らしく、テニスでも始めるつもり？」,
0x00317742,18,P,七海,「そんな……っ！」,
0x0031778B,76,P,コーチ,「ソフィアには飛び込みはおろか、水泳の施設すらない。それは知っている筈よね」,
0x0031782F,28,P,七海,「………………………………」,
0x00317884,84,P,コーチ,「飛び込みなんて、どうでもよくなった？　だから、そんなにやる気のない態度なのっ！？」,
0x003178E8,34,P,,激昂し、七海先輩に詰め寄るコーチ。,
0x0031791A,50,P,,鬼コーチの顔が、本当の鬼みたいな形相になっている。,
0x0031799E,18,P,七海,「わ……私は……」,
0x003179D1,82,P,コーチ,「やる気がないなら、今すぐ部を辞めろ。インターハイの選抜メンバーは新たに再編する」,
0x00317A79,14,P,七海,「っ……！？」,
0x00317AA8,74,P,コーチ,「聖峰水泳部に腑抜けは要らない。あなたの代わりなんて、いくらでもいるのよ」,
0x00317B4A,24,P,七海,「……できるんですか？」,
0x00317B97,18,P,コーチ,「なんだと……？」,
0x00317BFB,110,P,七海,「この部で私の代わりになるような選手が本当にいるんですか？　この短い期間で私より、いい記録の出せる部員が……」,
0x00317CA2,18,P,コーチ,「ふざけるなっ！」,
0x00317D0C,12,P,七海,「ん……っ」,
0x00317D4D,104,P,コーチ,「思い上がるのもいい加減になさい？　あんな気合の入ってない飛び込みなら、新入生の方がよっぽど使えるわよ」,
0x00317DC5,48,P,,七海先輩を一瞥し、突き放すように言い放つコーチ。,
0x00317E05,58,P,,それを聞いた七海先輩は声を失って……ただ立ち尽くしている。,
0x00317E78,26,P,コーチ,「飛び込みをなめるなっ！」,
0x00317F11,56,P,コーチ,「才能だけで、努力だけで、どうこうなるほど甘くはないの」,
0x00317FA1,18,P,七海,「それじゃあ……」,
0x00318005,104,P,七海,「それじゃあ、香月コーチはどうだったんですか？　世界へ行けなかったのは……努力しなかったからですかっ？」,
0x003180A2,28,P,コーチ,「………………………………」,
0x003180CE,34,P,,今度は七海先輩がコーチに詰め寄る。,
0x00318100,36,P,,しかし世界って、どういうことだ……？,
0x00318178,56,P,七海,「私はあなたの夢を継ぐつもりなんかない……迷惑なんです」,
0x003181E9,18,P,コーチ,「城戸崎……っ！」,
0x00318251,84,P,七海,「私は道具でも人形でもない！　なんでも私がすることを勝手に決めるのはもう止めてっ！」,
0x003182DC,14,P,コーチ,「……そうか」,
0x003182FA,52,P,,さらに怒鳴るのかと思ったが、静かに頷くだけのコーチ。,
0x0031833E,38,P,,何かが壊れたような……ひび割れた瞬間。,
0x00318399,72,P,コーチ,「今週中に部室の荷物を片付けなさい。担任の先生には私から伝えておきます」,
0x00318433,14,P,七海,「……コーチ」,
0x0031849D,88,P,コーチ,「みんな、練習に入るわよ！　インターハイも近いし、怪我しないように最終調整に入ることっ」,
0x00318549,28,P,七海,「………………………………」,
0x00318575,72,P,,目の前にいる七海先輩が見えないかのように、淡々と部員に指示を出すコーチ。,
0x003185CD,48,P,,取り残された迷子のように立ち尽くす七海先輩は……,
0x00318661,16,P,七海,「…………っ！」,
0x003186AF,22,P,聖哉,「あ……七海先輩っ！」,
0x003186D5,40,P,,水着姿のまま、いきなり走り出す七海先輩。,
0x0031870D,48,P,,入り口にいた僕の横をものすごい勢いで駆け抜け……,
0x00318756,16,P,聖哉,「七海……先輩」,
0x00318776,38,P,,去り際に一瞬だけ見えた、七海先輩の顔。,
0x003187AC,54,P,,その瞳から大きな涙の雫が零れているのが見えたような……,
0x00318819,28,P,コーチ,「………………………………」,
0x003188AA,22,P,聖哉,「七海せんぱーいっ！」,
0x003188D0,46,P,,プールから走り去った七海先輩の後を必死に追う。,
0x0031890E,38,P,,この辺りで見失ったと思ったんだけど……,
0x0031899C,18,P,聖哉,「あ……七海先輩」,
0x003189BE,46,P,,木陰に隠れるようにして、顔を伏せている女の子。,
0x003189FC,44,P,,水着姿の七海先輩が……静かに涙を零している。,
0x00318B10,12,P,七海,「……厚木」,
0x00318B35,30,P,聖哉,「七海先輩……大丈夫ですか？」,
0x00318B63,26,P,,そんなものは見れば分かる。,
0x00318B8D,36,P,,涙で目の淵を赤くしている七海先輩……,
0x00318BCA,18,P,聖哉,「ご、ごめん……」,
0x00318BEC,58,P,,七海先輩の涙を目の当たりにして、つい反射的に謝ってしまう。,
0x00318C36,64,P,,女の子が泣いてる場面でどうしたらいいかなんて、僕は知らないぞ……,
0x00318C8F,40,P,聖哉,「その……あんまり、気にしない方が……」,
0x00318CF7,28,P,七海,「………………………………」,
0x00318D2C,80,P,聖哉,「きっと、コーチも興奮しててさ……ちゃんと話せば分かるよ。だから、七海先輩……」,
0x00318D9B,12,P,七海,「私が……」,
0x00318DE5,38,P,七海,「私が悪いの……ぜんぶ、私のせいなの」,
0x00318E24,14,P,聖哉,「え……っ？」,
0x00318E72,52,P,七海,「コーチの言う通り、最近の私は……気が抜けてたのよ」,
0x00318EB6,44,P,,涙を拭きながら、元気のない声で呟く七海先輩。,
0x00318EF2,54,P,,僕に話すというより、独り言のような……そんな話し方だ。,
0x00318F68,54,P,七海,「練習も力が入ってなくて……一生懸命じゃなかったかも」,
0x00318FBD,52,P,七海,「いくら頑張ってもうまく飛べなくて……嫌になったの」,
0x00319010,55,P,七海,「昔はできた技が、今はできなくなって……~すごく焦った」,
0x00319085,68,P,七海,「こんなのじゃない……私が目指していた飛び込みはこんなものじゃない」,
0x00319109,36,P,七海,「苦しくて……哀しくて……怖かった」,
0x0031913D,38,P,,時折口ごもりながら、そう呟く七海先輩。,
0x00319173,40,P,,その暗い瞳から、再び涙が溢れ出していく。,
0x003191D5,61,P,七海,「焦ってもがくほど、駄目になっていく私が怖く~て……逃げたの」,
0x00319250,66,P,七海,「ここにいれば怖くない……優しくて、温かくて……私を包んでくれる」,
0x003192AB,16,P,聖哉,「七海先輩……」,
0x003192F7,86,P,七海,「厚木と一緒にいれば、何も怖くなかった。苦しさも悲しみも……弱い私も抱き締めてくれた」,
0x0031938D,24,P,七海,「私は逃げてたのよ……」,
0x0031941C,48,P,,ゆっくりと僕の腕の中に倒れ込んでくる、七海先輩。,
0x0031945C,58,P,,プール特有の匂いが……七海先輩の香りが僕の鼻先をくすぐる。,
0x003194D2,100,P,七海,「厚木の側にいれば、すべてから守ってもらえる。苦しい思いをしなくても、留学して飛び込みが続けられる」,
0x00319570,24,P,七海,「自由が……手に入るの」,
0x003195A1,28,P,聖哉,「………………………………」,
0x003195FB,76,P,七海,「自由さえ手に入れば、厚木と一緒にいられれば……他はどうでもよかったのよ！」,
0x00319687,26,P,七海,「どうでも……よかったの」,
0x003196B1,46,P,,僕の胸に顔を押し当て、小さな嗚咽の声を漏らす。,
0x003196EF,46,P,,あの頼もしい七海先輩が……僕の胸で泣いている。,
0x0031972D,54,P,,まるで小さな女の子のように、ただ泣き続ける七海先輩……,
0x003197A1,12,P,七海,「……厚木」,
0x003197C6,12,P,聖哉,「……はい」,
0x0031980C,34,P,七海,「私のお願い……聞いてもらえる？」,
0x00319847,14,P,聖哉,「え……っ？」,
0x00319884,34,P,,制服の袖をぎゅっと握る、七海先輩。,
0x003198B6,38,P,,潤んだ瞳が上目遣いに僕を見つめている。,
0x0031991C,72,P,七海,「胸が苦しくて……痛いの。ぜんぶ忘れたい……この苦しみを消して欲しいの」,
0x0031997D,20,P,聖哉,「七海……先輩……」,
0x003199A1,18,P,,……………………。,
0x003199CC,62,P,聖哉,「たとえ、王子としての力があっても……そんな事はできない……」,
0x00319A46,18,P,七海,「どうして……？」,
0x00319A71,44,P,聖哉,「七海先輩の気持ちは痛いほど良くわかる……」,
0x00319AB6,58,P,聖哉,「でも、上手く言えないけど……そんなんじゃ駄目なんだ……」,
0x00319B2E,28,P,七海,「………………………………」,
0x00319B5A,28,P,,涙で瞳を濡らした、七海先輩。,
0x00319B8F,56,P,聖哉,「先輩自身もよくわかってるからこそ、苦しいんだよね……」,
0x00319BE0,44,P,聖哉,「こんな言い方は、酷だったかも知れないけど」,
0x00319C25,44,P,聖哉,「でも……今、僕に出来る事はひとつだけ……」,
0x00319C7D,16,SR,,そっと抱きしめる,
0x00319CE3,16,P,聖哉,「七海先輩……」,
0x00319D13,42,P,,七海先輩の身体を引き寄せ、頬に手を添える。,
0x00319DE2,14,P,七海,「ん…………」,
0x00319E00,54,P,,少しだけ湿った髪の毛をかきあげ……額に優しくキスする。,
0x00319EF2,16,P,聖哉,「七海先輩……」,
0x00319FA8,44,P,,七海先輩の身体を引き寄せ、そっと抱きしめる。,
0x0031A096,12,P,七海,「厚木……」,
0x0031A0BB,36,P,聖哉,「無理しないでいいんだよ、七海先輩」,
0x0031A11F,12,P,七海,「……うん」,
0x0031A13B,30,P,,はらはらと涙を零す、七海先輩。,
0x0031A169,36,P,,愛しい人が流す綺麗な雫をそっと拭う。,
0x0031A1AC,18,P,七海,「ありがとう……」,
0x0031A246,34,P,聖哉,「えーと、七海先輩のクラスは……」,
0x0031A278,60,P,,昼休みに入り、七海先輩の姿を求めて第三校舎へ足を踏み入れる。,
0x0031A2C4,80,P,,上級生ばっかりだし、あんまり来たことがない場所ってこともあって緊張してしまう……,
0x0031A324,54,P,,出来れば、さっさと七海先輩を見つけて場所を移したいな。,
0x0031A379,38,P,六夏,「あれれー、聖哉くんじゃないですかー」,
0x0031A3B8,16,P,聖哉,「その声は……」,
0x0031A41B,56,P,六夏,「あっ、やっぱり！　どうしたんですか、こんなところでっ」,
0x0031A46C,16,P,聖哉,「六夏先輩……」,
0x0031A48C,44,P,,教室の中から、ひょっこりと顔を出す六夏先輩。,
0x0031A4C8,66,P,,七海先輩以外で上級生の知り合いと言えば、この人しかいないもんな……,
0x0031A542,53,P,六夏,「最近、出番がないから訪ねてきてくれたんです~かっ？」,
0x0031A590,24,P,聖哉,「出番ってどういう……」,
0x0031A5E4,48,P,六夏,「まあまあ、積もる話もありますし教室へどうぞ！」,
0x0031A6A7,24,P,聖哉,「い……ま、待ってよ！」,
0x0031A6CF,42,P,,僕を教室の中へ引き込もうとする、六夏先輩。,
0x0031A709,60,P,,でも今は、教室でのんびり六夏先輩と話をしている場合じゃない。,
0x0031A75E,64,P,聖哉,「それより、六夏先輩。ちょっと聞きたいことがあるんですけど……」,
0x0031A813,22,P,六夏,「はい、なんですか？」,
0x0031A842,32,P,聖哉,「七海先輩って教室にいるかな？」,
0x0031A89A,20,P,六夏,「七海……ですか？」,
0x0031A8C7,56,P,聖哉,「うん、ちょっと話があって……取り次いでくれませんか？」,
0x0031A937,32,P,六夏,「残念ですが、それはできません」,
0x0031A970,14,P,聖哉,「え……っ？」,
0x0031A98E,38,P,,できないって、一体どういうことだ……？,
0x0031A9CD,26,P,聖哉,「六夏先輩、それって……」,
0x0031AA1F,38,P,六夏,「実は七海、学校をお休みしてるんです」,
0x0031AA5E,16,P,聖哉,「お休み……？」,
0x0031AAA6,28,P,六夏,「はい……ごめんなさいです」,
0x0031AADB,38,P,聖哉,「いや、別に六夏先輩が悪い訳じゃ……」,
0x0031AB11,36,P,,しかし、七海先輩が欠席してるとは……,
0x0031AB45,40,P,,やっぱり、昨日の一件が原因なんだろうか。,
0x0031AB7D,42,P,,もしそうなら、なんとかしないとな……うん。,
0x0031ABC0,56,P,聖哉,「ありがとう、六夏先輩。それじゃ、僕はこれで失礼します」,
0x0031AC30,55,P,六夏,「えっ、もうおしまいですか？　私の出番……~これだけ？」,
0x0031ACB1,62,P,六夏,「ちょっと、聖哉くーん！　もう少し、かまってくださいよぉぉぅ」,
0x0031AD17,38,P,,そうか、七海先輩は学校に来てないのか。,
0x0031AD4D,54,P,,……よし、学校が終わったら七海先輩の家へ行ってみよう。,
0x0031AD93,50,P,,詳しくは分からないけど、なんとなく嫌な感じがする。,
0x0031ADDE,16,P,聖哉,「七海先輩……」,
0x0031AE38,40,P,六夏,「もっとかまってくれないと嫌ですーっ！」,
0x0031AF79,14,P,聖哉,「急げ……！」,
0x0031AFA4,30,P,,放課後を告げる、チャイムの音。,
0x0031AFD2,66,P,,七海先輩のことで頭が一杯で、午後の授業はさっぱり頭に入らなかった。,
0x0031B024,46,P,,今日は掃除もないし、七海先輩の家へ急行しよう。,
0x0031B073,30,P,コーチ,「まったく、城戸崎のやつ……」,
0x0031B0AA,16,P,聖哉,「な……っ！？」,
0x0031B0DB,36,P,コーチ,「あの子、本当に辞めるつもりで……」,
0x0031B10F,38,P,,いきなり僕の正面に現われる、女性の姿。,
0x0031B145,64,P,,校門に向かってダッシュし始めていた僕の足が急に止まる筈もなく……,
0x0031B19E,22,P,聖哉,「うわあぁぁぁっ！！」,
0x0031B1D5,22,P,コーチ,「っく…………っ！？」,
0x0031B1FB,22,P,,頭から派手に突っ込む。,
0x0031B221,72,P,,急ブレーキをかけようとしたせいで、変な体勢になった僕は前のめりに倒れ……,
0x0031B346,20,P,コーチ,「な、なに……っ？」,
0x0031B434,24,P,聖哉,「っ…………いてててて」,
0x0031B46D,14,P,コーチ,「厚木……？」,
0x0031B494,22,P,聖哉,「あっ、こ、コーチ！」,
0x0031B4DD,66,P,,僕の肩をつかみ、力強く抱き起こしてくれたのは他ならぬ香月コーチだ。,
0x0031B52F,34,P,,なんで、こんな場面でこんな人に……,
0x0031B598,60,P,コーチ,「どうしたの、そんなに急いで？　こんな場所で危ないでしょう」,
0x0031B5ED,22,P,聖哉,「す、すみません……」,
0x0031B63A,38,P,コーチ,「まあ、私も人のことは言えない……か」,
0x0031B679,16,P,聖哉,「え……先生？」,
0x0031B6BE,44,P,コーチ,「んっ、おほん……今後は気をつけなさいね？」,
0x0031B703,16,P,聖哉,「は、はい……」,
0x0031B723,34,P,,つい、昨日の件を思い出してしまう。,
0x0031B755,53,P,,経緯はどうあれ、この人と言い争いをして七海先輩~は……,
0x0031B7BF,24,P,コーチ,「厚木……もう帰るの？」,
0x0031B7F0,18,P,聖哉,「え……あ、はい」,
0x0031B823,46,P,コーチ,「今日は見学に……あぁ、城戸崎がいないからか」,
0x0031B86A,14,P,聖哉,「そんな……」,
0x0031B888,58,P,,僕をからかうような、苦笑いするような表情で僕を見るコーチ。,
0x0031B8D2,42,P,,やっぱり、傍から見ても僕と七海先輩って……,
